author,first_year,n_papers,affiliations_seen
M. M. Tsulaia,1999,1,[]
M. Maceda,2002,1,[]
M. Maggiore,1996,2,[]
M. Magro,1995,5,[]
M. Majumdar,2001,1,[]
M. Manas,1993,1,[]
M. Mandelberg,1995,3,[]
M. Mangin-Brinet,2000,6,[]
M. Mansour,2000,2,[]
M. Marcu,1992,1,[]
M. Marino,1994,6,[]
M. Mari~No,1994,5,[]
M. Martellini,1992,29,['University of Milan']
M. Marucho,2002,1,['The Maurice Morton Institute of Polymer Science - University of Akron']
M. Maruyama,1998,2,[]
M. Massar,1997,4,[]
M. Materassi,1998,3,"['U. of Perugia', 'University of Perugia']"
M. Matone,1993,16,[]
M. Matsunaga,2003,1,[]
M. Mattes,2003,1,[]
M. Mattis,1996,1,['Los Alamos']
M. Maul,1999,1,"['NORDITA, Lund U']"
M. Maule,1997,1,[]
M. Mazza,2001,1,[]
M. Medina,1995,1,[]
M. Mekhfi,1995,3,[]
M. Micu,1993,1,"['Dept. theor. phys., Inst. Atomic Phys., Bucharest MG-6, Romania']"
M. Mihailescu,1997,5,[]
M. Milekovic,1994,3,[]
M. Mineev-Weinstein,2000,1,[]
M. Mintchev,1994,10,"['INFN, Pisa , Pisa U.']"
M. Mirumyan,2001,1,[]
M. Modugno,1994,1,[]
M. Mojiri,2001,2,[]
M. Mondragon,2000,1,['2']
M. Monemzadeh,2003,1,[]
M. Morara,1999,1,[]
M. Moreno,2001,1,[]
M. Moriconi,1995,12,"['Princeton University', 'ICTP', 'ICTP, Trieste']"
M. Moshe,1996,2,['Technion']
M. Moshinsky,1995,1,[]
M. Mozrzymas,2003,1,['Wroclaw Univ.']
M. Mueller-Preussker,1999,1,['Humboldt-U.']
M. N. Chernodub,1995,13,"['ITEP, Moscow']"
M. N. Stoilov,1997,3,[]
M. Nagy. M. K. Volkov,1994,1,[]
M. Naka,2001,1,['U. Tokyo']
M. Nakahara,1998,1,['Kinki Univ.']
M. Nakamura,1997,1,[]
M. Nalimov,2002,1,[]
M. Narita,2001,1,['Waseda Univ.']
M. Natsuume,1992,1,[]
M. Navarro,1993,12,[]
M. Nazah,1997,1,[]
M. Nazarov,1993,2,[]
M. Nest,1998,1,['Universitaet Oldenburg']
M. Niedermaier,1996,10,['University of Pittsburgh']
M. Nikbakht-Tehrani,1996,3,[]
M. Ninomiya,1993,3,[]
M. Nishimura,1998,4,[]
M. Nitta,2002,1,[]
M. Noga,1994,1,[]
M. Nolasco,1992,1,[]
M. Noumi,1993,2,[]
M. Novello,2000,4,[]
M. O Loughlin,1992,1,['Rutgers U']
M. O. Katanaev,1997,3,"['Steklov Mathematical Institute, Moscow']"
M. Olechowski,1997,8,[]
M. Oleszczuk,1994,1,[]
M. Oloughlin,1992,8,[]
M. Olshanetsky,1992,5,"['ITEP, Lebedev Physical Institute']"
M. Omote,1996,2,[]
M. Orselli,2001,3,[]
M. Ortiz,1998,3,[]
M. Oswald,2001,1,[]
M. P. Bellon,1992,1,[]
M. P. Blencowe,1997,1,[]
M. P. Fry,1993,8,"['School of Mathematics, Trinity College, Dublin']"
M. P. Garcia Del Moral,2001,3,[]
M. P. Grabowski,1994,4,[]
M. P. Infante,1999,2,"['1,2']"
M. P. Mattis,1996,15,['Los Alamos']
M. Parry,2000,1,[]
M. Paschke,1997,2,['Univ. Mainz']
M. Passare,1996,1,[]
M. Patriarca,1994,1,[]
M. Pauri,2001,2,"['Univ. Parma', 'Parma Univ.']"
M. Pavsic,2001,2,[]
M. Pawlowski,1998,4,[]
M. Peloso,1999,1,[]
M. Perelstein,1998,6,[]
M. Perelstien,2000,1,[]
M. Perez-Victoria,1997,7,[]
M. Perkins,1999,1,[]
M. Pernici,1993,8,[]
M. Petrini,1997,12,[]
M. Petropoulos,1996,4,[]
M. Piai,2002,1,[]
M. Picariello,2000,6,[]
M. Picco,1993,4,[]
M. Pickles,2001,3,[]
M. Pillin,1997,4,"[""King's College, London"", ""King's College London""]"
M. Pitkanen,1994,7,"['Helsinki,Finland']"
M. Pitschmann,2002,1,[]
M. Plyushchay,1995,1,[]
M. Porrati,1992,38,"['Department of Physics, NYU']"
M. Przanowski,1994,5,[]
M. Puchin,1992,2,[]
M. Quandt,1996,8,[]
M. Quiros,1994,12,[]
M. R-Monteiro,1993,3,[]
M. R. Abolhasani,1997,1,[]
M. R. Abolhassani,1993,1,[]
M. R. Adams,1992,1,[]
M. R. Douglas,1992,4,['Rutgers University']
M. R. Gaberdiel,1994,17,['Cambridge']
M. R. Garousi,1998,4,[]
M. R. Kibler,1994,2,[]
M. R. Negrao,1998,6,[]
M. R. Niedermaier,1994,7,[]
M. R. Pennington,1998,2,[]
M. R. Plesser,1994,6,[]
M. R. Rahimi Tabar,1995,11,[]
M. R. Rahimitabar,1995,1,[]
M. R. Setare,2000,20,[]
M. Rachidi,1997,3,[]
M. Raciti,1995,6,[]
M. Rakowski,1993,2,[]
M. Ramon Medrano,1993,6,[]
M. Rasetti,1993,3,[]
M. Rausch De Traubenberg,1994,14,[]
M. Redi,2003,1,[]
M. Reenders,1997,1,[]
M. Regini,1999,1,[]
M. Requardt,1997,1,[]
M. Reuter,1994,22,[]
M. Revzen,1999,3,[]
M. Reyes,2003,1,[]
M. Reza Rahimi Tabar,1998,1,[]
M. Rinaldi,1994,7,[]
M. Rios,1994,2,[]
M. Rocca,1995,1,[]
M. Rocek,1994,16,[]
M. Rogatko,2002,1,[]
M. Rojas,1999,6,['1']
M. Ronen Plesser,1994,9,[]
M. Rooman,1997,5,[]
M. Rosenbaum,1996,3,[]
M. Rosgen,1993,2,[]
M. Rossi,1995,1,[]
M. Routhier,1994,1,[]
M. Rudolph,1996,4,[]
M. Ruiz--Altaba,1993,1,[]
M. Ruiz-Altaba,1997,3,['IFUNAM']
M. S. Berger,2001,1,[]
M. S. Bremer,1997,1,[]
M. S. Causo,1996,1,[]
M. S. Costa,1996,3,[]
M. S. Cunha,1997,4,"['1,2']"
M. S. El Naschie,2000,1,[]
M. S. Goes-Negrao,1998,4,['UCP-RJ']
M. S. Marinov,1994,2,['Technion']
M. S. Morris,1992,1,[]
M. S. Ody,1994,1,[]
M. S. Plyushchay,1994,2,[]
M. S. Sarandy,2000,12,[]
M. S. Shikakhwa,1995,3,"['Department of Physics, Middle East Tech. Univ., Ankara-Turkey', 'University of Jordan']"
M. S. Sriram,1996,2,[]
M. S. Volkov,1993,4,[]
M. Saadat,2000,4,[]
M. Saadi,1994,2,[]
M. Sabido,1999,4,[]
M. Sadzikowski,1998,1,[]
M. Sakaguchi,1998,2,[]
M. Sakamoto,1992,9,['Kobe Univ.']
M. Sakellariadou,1993,1,[]
M. Sakmaoto,1994,1,[]
M. Salizzoni,2000,6,[]
M. Sami,1999,8,"['Jamia Millia Islamia, New Delhi, INDIA', 'Jamia Millia Islamia, New Delhi, INDIA.']"
M. Sampaio,2000,3,[]
M. Santander,1993,9,[]
M. Sarbishaei,2000,1,[]
M. Sarih,1997,1,"[""D\\'epartement de Math\\'ematiques, Universit\\'e Hassan 1er, Settat, Morocco""]"
M. Sato,1993,2,[]
M. Sawaguchi,2002,2,[]
M. Sawicki,1993,1,[]
M. Scandurra,2000,5,"['Leipzig U.', 'Pisa U.', 'Leipzig U., Inst. Theo. Physics']"
M. Schaden,1994,1,[]
M. Scheunert,1993,2,[]
M. Schiffer,1993,1,[]
M. Schlieker,1994,2,[]
M. Schmidt,2002,1,[]
M. Schnabl,1998,4,[]
M. Schulz,2002,1,[]
M. Schumann,1998,1,[]
M. Schweda,1992,39,['TU-Wien']
M. Schwetz,1996,3,"['Yale University', 'Rutgers Univ.']"
M. Seeger,1996,2,"['Institut fuer Theoretische Physik, Universitaet Erlangen-Nuernberg']"
M. Semenov-Tian-Shansky,2001,1,[]
M. Serone,1997,8,[]
M. Shaposhnikov,1999,2,['Lausanne']
M. Sheppeard,1995,1,[]
M. Shifman,1994,39,[]
M. Shimojo,2001,1,[]
M. Shino,1994,1,[]
M. Shiotani,1999,2,"['Kobe Univ.', 'Kobe U.']"
M. Shmakova,1997,1,[]
M. Simionato,1996,2,[]
M. Simoes,1999,1,[]
M. Sivakumar,1992,10,"['School of Physics, University of Hyderabad, Hyderabad, India', '1', 'Uni. Hyderabad', 'Univ. of Hyderabad']"
M. Slusarczyk,2002,1,[]
M. Smedback,2000,1,[]
M. Socolovsky,1994,2,[]
M. Sorg,2003,1,[]
M. Spalinski,1992,6,[]
M. Spreafico,1992,6,[]
M. Srednicki,1992,1,[]
M. Stanishkov,1993,8,['INFN Bologna']
M. Staudacher,1996,6,[]
M. Stern,1995,2,[]
M. Stingl,1995,3,"['University of Muenster, Germany']"
M. Stoilov,1993,2,[]
M. Stojic,1996,1,[]
M. Sugiura,1996,1,['Nagoya University']
M. T. Batchelor,1994,7,['ANU']
M. T. D. Orlando,2002,2,[]
M. T. Grisaru,1992,25,[]
M. T. Johnsson,1997,1,[]
M. T. Miauta,2001,3,[]
M. T. Thomaz,1999,1,[]
M. Tabuse,1992,2,[]
M. Tachibana,1994,6,"['Kobe Univ.', 'MIT']"
M. Tahic,2002,1,[]
M. Tahiri,2002,1,[]
M. Takook,2003,1,[]
M. Talon,1992,7,[]
M. Tanaka,1996,2,[]
M. Tarlini,1992,8,"['Dipartimento di Fisica, Universita` di Firenze,INFN--Firenze, Dipartimento di Matematica, Universita` di Bologna.']"
M. Tekmen,1998,1,[]
M. Temple-Raston,1992,9,[]
M. Terhoeven,1992,1,[]
M. Testa,1997,2,[]
M. Thies,1994,6,"['University of Erlangen-Nuernberg', 'University of Erlangen-N\\""urnberg', 'MIT,University of Erlangen-N\\""urnberg']"
M. Toller,2003,1,[]
M. Tonin,1993,13,[]
M. Trapletti,2002,4,[]
M. Trigante,2000,1,[]
M. Trigiante,1996,18,[]
M. Trodden,1993,1,['Brown University']
M. Trunk,1999,2,[]
M. Tsuda,2001,5,[]
M. Tsulaia,1996,15,[]
M. Ueno,1998,3,"['Toyama U.', 'Toyama Univ.', 'Toyama University']"
M. Umeki,1993,1,[]
M. Umezawa,1994,1,[]
M. V. Altaisky,2000,1,[]
M. V. Chizhov,1993,2,[]
M. V. Cougo-Pinto,1993,10,[]
M. V. Gallas,1994,5,[]
M. V. Ioffe,1993,9,"['2', '1', 'St.Petersburg']"
M. V. Libanov,1996,2,[]
M. V. Manias,1996,4,[]
M. V. Pavlov,2001,1,[]
M. V. Pomazanov,1996,1,[]
M. V. Rogal,2001,1,[]
M. V. Saveliev,1993,6,[]
M. V. Terentiev,1994,6,[]
M. V. Zyskin,1995,1,[]
M. Van Raamsdonk,1998,1,[]
M. Vanderkelen,2001,1,[]
M. Varadarajan,1997,2,['Raman Research Institute']
M. Varagnolo,1994,1,[]
M. Vargas,1993,1,[]
M. Vasilic,1993,4,[]
M. Vasiliev,1994,2,[]
M. Veltman,1997,1,"['Department of Physics, University of Michigan, Ann Arbor, USA,CERN, Geneva, Switzerland']"
M. Villasante,1993,1,[]
M. Voloshin,1998,1,[]
M. Vonk,2002,3,[]
M. W. De Oliveira,1994,3,['2']
M. W. Evans,1996,1,[]
M. Wadati,1999,1,[]
M. Walton,1992,2,[]
M. Walze,1996,1,[]
M. Weis,1994,2,[]
M. Welling,1997,1,[]
M. Wellmann,1999,3,[]
M. Werneck De Oliveira,1993,2,[]
M. Wickenhauser,2002,2,[]
M. Ya. Palchik,1997,1,[]
M. Yakimov,1995,1,"['Sofia University, Bulgaria']"
M. Yamaguchi,1997,2,[]
M. Yamamoto,1999,1,[]
M. Yamanobe,1995,2,[]
M. Yoshimura,1993,6,[]
M. Yu,1995,6,[]
M. Yu. Kalmykov,1994,14,[]
M. Yu. Kuchiev,1994,5,"['University of New South Wales, Sydney, Australia', 'School of Physics, University of New South Wales. On leave from A.F.Ioffe Physical-Technical Institute']"
M. Yu. Lashkevich,1993,6,[]
M. Yu. Zotov,1997,2,"['INP, Moscow State University']"
M. Yurova,1996,4,[]
M. Z. Iofa,1996,3,"['Nuclear Physics Institute, Moscow State University']"
M. Z. Iofa And L. A. Pando Zayas,1997,1,"['Nuclear Physics Intitute, Moscow State University']"
M. Zach,1998,3,"['Vienna Techn. Univ.', 'Vienna Techn.Univ.']"
M. Zagermann,1998,3,[]
M. Zamaklar,2000,2,[]
M. Zebarjad,1998,1,[]
M. Zeni,1994,5,[]
M. Znojil,2000,1,[]
M. Zyskin,1995,6,[]
M.-. Wisse,1992,1,[]
M.-A. Vachon,2003,1,[]
M.-A. Wisse,1992,3,[]
M.-H. Saito,1999,1,[]
M.-L. Yan,2000,1,[]
M.~Ruiz--Altaba,1992,1,[]
Ma Zhong-Qi,1994,1,"['Institute of High Energy Physics, Beijing, P. R. of China']"
Ma Zhongqi,1999,1,[]
Maans Henningson,1992,3,[]
Maarten Golterman,2002,1,[]
Machiko Hatsuda,1997,16,[]
Maciej A. Nowak,1997,1,[]
Maciej Kuna,2000,2,[]
Maciej Pindor,1999,1,"['Institute of Theoretical Physics, Warsaw University']"
Maciej Przanowski,1995,5,['University of Lodz']
Maciej Slusarczyk,1999,1,[]
Madoka Nishimura,2000,2,[]
Magnus Holm,1996,5,[]
Mahbub Majumdar,2002,3,[]
Mahdi Golshani,2000,1,[]
Maher S. Rashid,1994,1,[]
Mairi Sakellariadou,1995,1,"['Universit\\""at Z\\""urich']"
Maja Buric,2000,3,[]
Makoto Hiramoto,1996,3,[]
Makoto Idzumi,1992,3,[]
Makoto Nakamura,2000,1,['Toyama Univ']
Makoto Narita,2000,1,[]
Makoto Natsuume,1993,12,"['Univ. of Pennsylvania/KEK', 'KEK', '1']"
Makoto Sakaguchi,1993,15,['Osaka Univ.']
Makoto Sakamoto,1992,14,['Kobe univ.']
Makoto Tsuzuki,2000,1,['Osaka Univ.']
Makoto Umeki,1993,1,[]
Malcolm Fairbairn,2000,3,['University of Sussex']
Malcolm J. Perry,1992,10,"['D.A.M.T.P./ University of Cambridge', 'Cambridge University']"
Malcolm Perry,1992,7,[]
Malgorzata Bakalarska,1998,6,"['Department of Theoretical Physics, University of Lodz']"
Malgorzata Klimek,1995,1,[]
Malik Rakhmanov,1993,1,[]
Malte Henkel,1992,8,[]
Manfred Herbst,2001,2,[]
Manfred Requardt,1996,7,[]
Manfred Salmhofer,1993,1,[]
Manfred Schweda,2001,1,[]
Manfried Faber,1999,2,[]
Manko,1994,1,[]
Mannque Rho,1992,2,[]
Manoelito M De Souza,1997,5,[]
Manoelito M. De Souza,1995,12,[]
Mans Henningson,1994,17,[]
Manu Mathur,1997,3,[]
Manuel A. Cobas,2002,1,[]
Manuel Asorey,2001,1,[]
Manuel Barriola,1993,1,[]
Manuel Barros,2002,1,[]
Manuel Calixto,1996,2,['Granada U.']
Manuel Donaire,2000,1,[]
Manuel F. Ra~Nada,2002,1,[]
Manuel Manas,1993,1,[]
Manuel Ma~Nas,1993,2,[]
Manuel Perez-Victoria,2001,2,[]
Manuel Reenders,1999,3,[]
Manuel Toharia,2002,1,['UC Davis']
Manuel Torres,1995,6,"['2', 'UNAM']"
Mao-Chuang Yeh,2001,2,[]
Mar Bastero-Gil,2001,2,[]
Marc Bellon,2001,3,[]
Marc Chemtob,1997,1,[]
Marc De Montigny,1994,2,[]
Marc Grisaru,1994,1,[]
Marc Henneaux,1992,45,[]
Marc Kamionkowski,1992,2,[]
Marc-Andre Lewis,1999,2,[]
Marcel Reginatto,2002,1,[]
Marcello B. Silva Neto,2000,1,[]
Marcello Ciafaloni,1995,2,"['Dipartimento di Fisica, Universit\\`a di Firenze,I.N.F.N., Sezione di Firenze, Italy']"
Marcelo Carvalho,1994,2,[]
Marcelo De Francia,2000,2,[]
Marcelo Gleiser,2002,1,[]
Marcelo Gomes,2001,1,[]
Marcelo Hott,1994,10,['UNESP / Campus de Guaratingueta']
Marcelo M. Leite,1996,2,[]
Marcelo R. Ubriaco,1993,6,[]
Marcelo S. Sarandy,2000,1,[]
Marcia E. Knutt,2000,1,[]
Marcia E. Knutt-Wehlau,1997,3,[]
Marcia E. Wehlau,1994,2,[]
Marcin Daszkiewicz,1999,2,[]
Marcin P. Flak,2003,1,[]
Marcio J. Martins,1992,3,[]
Marco A. C. Kneipp,1993,5,[]
Marco A. R-Monteiro,1993,3,[]
Marco Ameduri,1998,1,[]
Marco Astorino,2002,1,[]
Marco Bertola,1995,2,[]
Marco Billo,1993,10,[]
Marco Bochicchio,1995,7,[]
Marco Bruni,2002,1,[]
Marco Cariglia,2002,1,[]
Marco Cavaglia,1994,19,"['AEI, Potsdam', 'AEI Potsdam', 'Tufts University']"
Marco Cavaglia.,1995,1,[]
Marco Dattanasio,1996,3,[]
Marco Fabbrichesi,1998,3,[]
Marco Falcioni,1993,2,[]
Marco Ferraris,1998,1,[]
Marco Frasca,1994,3,[]
Marco Krohn,2002,1,[]
Marco Laucelli Meana,1997,6,[]
Marco M. Caldarelli,1998,4,[]
Marco Maceda,2001,1,[]
Marco Matone,1993,20,"['Padova U.,INFN, Padova']"
Marco Patriarca,1992,1,[]
Marco Peloso,2001,3,[]
Marco Pettini,1997,1,['5']
Marco Picariello,2000,4,['1']
Marco Picco,1994,6,[]
Marco Raiteri,1998,1,[]
Marco Reyes,1994,1,[]
Marco Rossi,2001,4,"['Heriot-Watt Un.', 'Heriot-Watt U.']"
Marco Scandurra,1998,2,['Leipzig U.']
Marco Serone,1996,17,['ISAS-SISSA']
Marco Spaans,1998,2,['Harvard CfA']
Marco Tarlini,1992,1,[]
Marco Vekic,1994,1,[]
Marco Zagermann,1999,9,['Halle']
Marcos Alvarez,1997,5,[]
Marcos Jardim,1996,1,[]
Marcos Marino,1996,31,[]
Marcos Rigol,1999,2,[]
Marcos Sampaio,1996,5,[]
Marcus B. Pinto,1995,1,['Montpellier U.']
Marcus Berg,2001,4,[]
Marcus Spradlin,1999,14,[]
Marcus T. Grisaru,1994,8,['Brandeis U.']
Marek Czachor,1997,4,[]
Marek Karliner,1992,1,[]
Marek Mozrzymas,2002,1,"['Institute for Theoretical Physics, University of Wroclaw, Poland']"
Marek Olechowski,1999,6,[]
Marek P. Grabowski,1994,1,[]
Marek Pawlowski,1994,2,"['Soltan Institute for Nuclear Studies, Warsaw']"
Marek Rogatko,1998,13,"['Tech.Un.of Lublin', 'Technical Un. of Lublin', 'UMCS-Lublin', 'Techn.Un.of Lublin', 'Tech.Un.-Lublin', 'Tech. Un. of Lublin', 'Technical University of Lublin']"
Marek Szydlowski,2002,1,[]
Marek Wieckowski,1997,2,"['Institute of Theoretical Physics, Warsaw University']"
Margaret E. Wessling,2001,1,[]
Maria Amelia Muschietti,1996,1,[]
Maria Antonia Lledo,2002,1,[]
Maria Asprouli,1998,1,[]
Maria E. Angulo,2002,1,[]
Maria Rodriguez-Martinez,2001,3,"['IAP, Paris']"
Maria Suarez,2000,2,"['University of Oviedo, Asturias, Spain']"
Maria Tashkova,2002,1,[]
Maria Yurova,1997,1,[]
Marialuisa Frau,1993,3,[]
Marian Stanishkov,1993,5,['Ewha']
Mariana Grana,2002,1,[]
Mariana Gra~Na,2000,4,"['UC, Santa Barbara']"
Marianna Larosa,2001,2,"['U. Roma ""Tor Vergata""']"
Mariano Cadoni,1994,12,[]
Mariano J. Salvay,2002,1,[]
Mariano Quiros,1992,1,[]
Mariano Salvay,2001,1,[]
Mariano Santander,1996,1,[]
Marie K. Oh,2000,1,[]
Marie-Noelle Celerier,2001,2,[]
Marija Dimitrijevic,2001,1,[]
Marija Zamaklar,1999,6,[]
Marijan Milekovic,1993,5,"['PMF,Zagreb']"
Marijan Ribaric,1997,7,[]
Marika Taylor,2002,4,[]
Marika Taylor-Robinson,1996,9,"['DAMTP, University of Cambridge']"
Marilyn E. Noz,1999,1,[]
Marina Huerta,1999,1,"['Instituto Balseiro, Bariloche, Argentina']"
Marina Shmakova,1996,10,[]
Mario Atance,1996,1,[]
Mario Belloni,1995,2,[]
Mario Bergeron,1993,3,[]
Mario Paschke,1997,1,[]
Mario Pernici,2000,1,[]
Mario Rasetti,1992,1,[]
Mario Serna,2002,1,[]
Mario Tonin,1993,22,[]
Mario Trigiante,1998,7,[]
Marion Wirschins,1998,2,['Oldenburg U.']
Marios Petropoulos,1992,1,[]
Mariusz P. Dabrowski,1996,10,[]
Mark A. Stern,2002,1,[]
Mark A. Walton,1994,7,[]
Mark Adler,1997,1,[]
Mark Alford,1992,1,[]
Mark B. Hoffman,2001,1,[]
Mark B. Wise,1999,5,"['Caltech', 'Cal Tech']"
Mark Bowick,1992,4,[]
Mark Burgess,1994,4,[]
Mark D. Gould,1993,16,[]
Mark D. Roberts,1999,5,[]
Mark De Wild Propitius,1992,7,[]
Mark Doyle,1992,1,['Princeton University']
Mark Evans,1994,3,['Rockefeller']
Mark G. Jackson,2001,4,[]
Mark Gross,1995,3,[]
Mark Hale,2000,1,"['Durham, UK']"
Mark Hindmarsh,1992,3,[]
Mark J. Bowick,1992,1,[]
Mark Laidlaw,2000,1,[]
Mark Langer,1994,1,[]
Mark Rakowski,1993,7,[]
Mark Raugas,1998,3,[]
Mark S. Swanson,1994,2,[]
Mark Srednicki,1992,5,[]
Mark Staley,1995,1,['Guelph']
Mark Stern,1997,10,[]
Mark Trodden,1997,10,[]
Mark Van Raamsdonk,1997,18,"['Princeton', 'Stanford']"
Mark W. Meckes,2002,1,[]
Mark Walton,1999,1,[]
Mark Wellmann,1998,1,[]
Mark Wexler,1993,4,[]
Mark Windoloski,2000,1,"['UMass, Amherst']"
Mark Wyman,2003,1,[]
Mark. D. Gould,2001,2,[]
Marko Kolanovic,2000,5,[]
Markus A. Luty,1995,12,['MIT']
Markus Gut,2001,1,[]
Markus H. Thoma,1998,1,[]
Markus J. Pflaum,1994,1,[]
Markus Lazar,2000,1,[]
Markus Luty,2001,1,[]
Marta Gomez-Reino,1999,6,[]
Marta L. Trobo,1997,1,['Univ. Nac. de La Plata']
Marta Orselli,2001,2,[]
Marta Trobo,2001,1,[]
Marti Ruiz-Altaba,2003,1,['Universite de Geneve']
Martijn Derix,1999,2,[]
Martijn G. C. Eenink,2002,2,[]
Martijn Wijnholt,1999,4,[]
Martin B. Einhorn,2000,4,[]
Martin Bojowald,1999,3,[]
Martin Bordemann,1993,4,[]
Martin Bucher,1993,4,"['DAMTP, U. of Cambridge', 'DAMTP, University of Cambridge']"
Martin Cederwall,1992,37,[]
Martin Fleck,2000,1,[]
Martin Florig,1999,1,[]
Martin Franz Ertl,2001,1,[]
Martin G. Harris,1995,3,[]
Martin Gremm,1997,9,[]
Martin Haft,1996,2,[]
Martin Hasenbusch,2000,1,[]
Martin Joerss,1996,1,[]
Martin Jorss,1995,1,[]
Martin Koehler,1994,1,[]
Martin Kruczenski,1996,14,[]
Martin Lavelle,1993,17,[]
Martin Leblanc,1993,2,[]
Martin Lemoine,2000,3,['IAP']
Martin Luscher,2001,1,[]
Martin Markl,1993,8,[]
Martin Oloughlin,1995,7,[]
Martin Olsson,2002,1,[]
Martin Porrmann,2000,3,[]
Martin R. Zirnbauer,1999,1,[]
Martin Reuter,1996,3,[]
Martin Rivas,1997,1,"['Dpto. de Fisica Teorica, Universidad del Pais Vasco, Spain']"
Martin Rocek,1993,14,[]
Martin Rov Cek,1994,2,[]
Martin S. Sloth,2002,1,[]
Martin Schaden,1993,9,"['NYU', 'New York University']"
Martin Schlichenmaier,1992,5,[]
Martin Schmaltz,1995,13,"['Boston University', 'Boston U.', 'Boston Univ.']"
Martin Schnabl,2000,5,[]
Martin Schvellinger,2000,7,"['MIT-LNS', 'Oxford U.', 'Oxford U.,MIT']"
Martin Wolf,2002,3,[]
Martina Brisudova,1994,1,[]
Martina M. Brisudova,1998,1,['Los Alamos National Laboratory']
Marvin Weinstein,2001,3,[]
Mary K. Gaillard,1992,20,"['UC Berkeley, LBNL']"
Masa-Aki Sakagami,2002,1,[]
Masa-Aki Taniguchi,1993,6,[]
Masafumi Fukuma,1993,12,[]
Masafumi Hasegawa,1997,1,[]
Masahiko Miyamoto,1996,1,['Tsukuba University']
Masahiro Anazawa,1997,7,"['YITP, Kyoto Univ.']"
Masahiro Kubo,1998,1,[]
Masahiro Maeno,1993,2,[]
Masahiro Morikawa,1996,1,[]
Masahiro Shiroishi,1998,1,[]
Masahiro Yamaguchi,1996,1,[]
Masakazu Yamashita,1993,1,[]
Masaki Oshikawa,1996,1,['1']
Masaki Shigemori,2001,4,[]
Masaki Sugiura,1994,1,[]
Masaki Taniguchi,1998,1,[]
Masaki Yasue,1999,5,['Tokai U.']
Masako Asano,1993,14,"['Univ. of Tokyo, Hongo', 'KEK']"
Masako Fujita,2003,1,[]
Masako Kawamura,1993,6,[]
Masamichi Kojima,1996,1,[]
Masamichi Sato,1996,4,"['3', 'Tokyo Institute of Technology']"
Masanobu Nojiri,1996,1,[]
Masanobu Yahiro,1993,9,['National university of fisheries']
Masanori Nunami,2001,1,[]
Masao Jinzenji,1994,9,"['Univ. of Tokyo, Math. Dept.', 'Univ. of Hokkaido, Math. Dept.', 'U. of Hokkaido']"
Masao Ninomiya,1992,5,['Yukawa Institute for Theoretical Physics']
Masaomi Kimura,1996,2,[]
Masaru Ishi-I,2001,1,[]
Masaru Kamata,1993,6,[]
Masaru Nagura,1993,3,"['Department of Phisics, The University of Tokyo, Japan', 'Department of Phisics, The University of Tokyo']"
Masaru Onoda,1993,1,[]
Masaru Shibata,2000,1,"['UIUC , Osaka']"
Masashi Hamanaka,2000,7,"['Univ. of Tokyo, YITP']"
Masashi Hashimoto,2000,1,['Univ. of Tokyo']
Masashi Naganuma,1999,10,[]
Masashi Shiotani,2000,1,[]
Masashi Tomoyose,1999,3,['Kanazawa U.']
Masato Arai,1996,7,[]
Masato Hisakado,1996,7,[]
Masato Ishibashi,2001,1,"['Dept. of Physics, Univ. of Tokyo']"
Masato Ito,2001,7,['Nagoya Univ.']
Masato Okado,1995,1,[]
Masato Shimono,1994,1,[]
Masatoshi Nozaki,2000,5,[]
Masatoshi Sato,1994,12,[]
Masayoshi Tabuse,1992,2,[]
Masayoshi Yamamoto,2000,6,['Chuo Univ.']
Masayuki Matsuzaki,1994,1,[]
Masayuki Noguchi,1995,3,[]
Masayuki Sano,2000,1,[]
Masayuki Tanimoto,1993,1,[]
Masoud Alimohammadi,1993,3,[]
Masoud Soroush,2002,2,[]
Massimiliano Ciuchini,1995,1,[]
Massimiliano Rinaldi,2001,3,[]
Massimo Bianchi,1995,25,"[""Dipartimento di Fisica, Universit\\`a di Roma ``Tor Vergata''"", ""Universita' di Roma ``Tor Vergata''"", ""DAMTP University of Cambridge,Universita` di Roma ``Tor Vergata''"", ""Dipartimento di Fisica, Universita` di Roma ``Tor Vergata''""]"
Massimo Blasone,1998,7,[]
Massimo Campostrini,2002,1,['1']
Massimo Di Pierro,1996,1,[]
Massimo Giovannini,1997,14,"['Departement of Applied Mathematics,Theoretical Physics, Cambridge', 'DAMTP, University of Cambridge, UK', 'Institute for Theoretical Physics, Lausanne University', 'Dep. of Applied Mathematics,Theoretical Physics, University of Cambridge, UK', 'Tufts University, Institute of Cosmology']"
"Massimo Giovannini ,,Departamento De Fisica Teorica, Universitad Complutense, Madrid )",1996,1,"['DAMTP, Cambridge (UK']"
Massimo Materassi,1999,2,['University of Perugia']
Massimo Pauri,2000,1,[]
Massimo Pietroni,1996,3,['INFN Padova']
Massimo Porrati,1993,12,[]
Masud Chaichian,1998,11,[]
Masumeh Ghasemkhani,2002,1,[]
Matej Pavsic,1996,5,[]
Mathias Klein,2000,1,[]
Mathias Pillin,1993,4,"[""King's College, London"", ""King's College London"", 'Max-Planck-Institut fuer Physik, Werner-Heisenberg-Institut, Foehringer Ring 6, D-80805 Muenchen, Germany']"
Mathieu Ribordy,1995,1,[]
Mathijs S. Dijkhuizen,1994,1,[]
Matias Libedinsky,1997,1,[]
